"endTime,artistName,trackName,msPlayed"
"2022-08-30 17:41,Luke Combs,New Every Day,199294"
"2022-08-30 17:44,Luke Combs,Used To Wish I Was,177841"
"2022-08-30 17:51,Luke Combs,Reasons,133347"
"2022-08-30 18:30,Crime Junkie,MISSING: Mekayla Bali,2042160"
"2022-08-30 18:30,Steve Lacy,Bad Habit,4360"
"2022-08-30 18:30,The Kid LAROI,STAY (with Justin Bieber),2310"
"2022-08-30 18:32,Bazzi,Paradise,130618"
"2022-08-30 18:36,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),204466"
"2022-08-30 18:38,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),154486"
"2022-08-30 18:41,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),178994"
"2022-08-30 18:44,Dan + Shay,Steal My Love,162120"
"2022-08-30 18:48,Maggie Rogers,Love You For A Long Time,223120"
"2022-08-30 18:51,Tate McRae,she's all i wanna be,207120"
"2022-08-30 18:57,Maggie Rogers,Want Want,188520"
"2022-08-30 18:59,The Chainsmokers,High,175163"
"2022-08-30 19:02,OneRepublic,I Ain't Worried,148485"
"2022-08-30 19:05,Halsey,So Good,176058"
"2022-08-30 19:09,Ariana Grande,Stuck with U (with Justin Bieber),228482"
"2022-08-30 19:12,Justin Bieber,Baby,214240"
"2022-08-30 19:16,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),219946"
"2022-08-30 19:19,Sam Smith,Love Me More,190658"
"2022-08-30 19:22,Tate McRae,don't come back,152786"
"2022-08-30 19:26,Calvin Harris,""Stay With Me (with Justin Timberlake, Halsey & Pharrell)"",229282"
"2022-08-30 19:28,Avicii,Hold The Line (feat. A R I Z O N A),171785"
"2022-08-31 01:20,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),223320"
"2022-08-31 02:12,Crime Junkie,MURDERED: Shari Smith and Debra Helmick,3107840"
"2022-08-31 03:01,The Mismatch,""What Barrett Extension Means for ​​Donovan Mitchell, and Your Mailbag Questions!"",3050"
"2022-08-31 03:21,The Mismatch,""What Barrett Extension Means for ​​Donovan Mitchell, and Your Mailbag Questions!"",933010"
"2022-08-31 04:39,The Mismatch,""What Barrett Extension Means for ​​Donovan Mitchell, and Your Mailbag Questions!"",1350516"
"2022-08-31 05:00,The Mismatch,""What Barrett Extension Means for ​​Donovan Mitchell, and Your Mailbag Questions!"",1174577"
"2022-08-31 05:01,The Mismatch,""What Barrett Extension Means for ​​Donovan Mitchell, and Your Mailbag Questions!"",100"
"2022-08-31 11:44,Luke Combs,Let the Moonshine,209266"
"2022-08-31 11:55,Luke Combs,Blue Collar Boys,15405"
"2022-08-31 12:49,Quinn XCII,Stay Next To Me (with Chelsea Cutler),1927"
"2022-08-31 12:51,Luke Combs,Tomorrow Me,1718"
"2022-08-31 12:51,Jack Harlow,First Class,170434"
"2022-08-31 12:53,The World in Brief from The Economist,""Gorbachev dies at 91; Ukraine fights back, and more"",108692"
"2022-08-31 13:16,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",5802"
"2022-08-31 13:19,The Bill Simmons Podcast,""The Case for K.C., Strongest NFL Opinions, Chet’s Injury, and Westbrook’s Future With Peter Schrager and Chris Mannix"",133525"
"2022-08-31 13:19,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",2496"
"2022-08-31 14:23,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",1448235"
"2022-08-31 15:21,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",373883"
"2022-08-31 20:55,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",80996"
"2022-08-31 23:05,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",265501"
"2022-08-31 23:25,Basketball Illuminati,Quite Lisfrancly,1073568"
"2022-09-01 04:59,Basketball Illuminati,Quite Lisfrancly,759102"
"2022-09-01 05:23,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",1295117"
"2022-09-01 11:37,The Bill Simmons Podcast,""The First Annual “My Guy” Fantasy Football Preview. Plus, the Philly Super Bowl Hype Train Is Here! | With Danny Heifetz, Craig Horlbeck, Danny Kelly, and Sheil Kapadia"",509940"
"2022-09-01 13:34,Basketball Illuminati,Quite Lisfrancly,526165"
"2022-09-02 01:40,Brian Windhorst & The Hoop Collective,Emergency Pod: Donovan Mitchell Traded To Cavs,1770000"
"2022-09-02 03:28,Brian Windhorst & The Hoop Collective,""How Barrett Extension Impacts Mitchell Talks, Potential For Kings"",1660"
"2022-09-02 03:35,Brian Windhorst & The Hoop Collective,Emergency Pod: Donovan Mitchell Traded To Cavs,329910"
"2022-09-02 03:56,Brian Windhorst & The Hoop Collective,Emergency Pod: Donovan Mitchell Traded To Cavs,255"
"2022-09-02 04:11,Brian Windhorst & The Hoop Collective,Emergency Pod: Donovan Mitchell Traded To Cavs,851344"
"2022-09-02 13:50,The Bill Simmons Podcast,""Cleveland’s Big Mitchell Trade With Ryen Russillo, Plus AFC Over/Unders With Cousin Sal"",2744064"
"2022-09-02 14:19,Converge: The Business of Creativity Podcast with Dane Sanders,Chris Ronzio on Investing in the Systems of Your Business,746910"
"2022-09-02 23:42,Data Career Podcast,35: 20 Red Flags For a Tech Job ,37000"
"2022-09-02 23:43,Data Career Podcast,36: Become A Data Scientist In 2022,8884"
"2022-09-03 03:46,The Bill Simmons Podcast,""Cleveland’s Big Mitchell Trade With Ryen Russillo, Plus AFC Over/Unders With Cousin Sal"",30093"
"2022-09-03 04:17,The Ringer NBA Show,""Donovan Mitchell to the Cavs, the Rejuvenated Nuggets, and the Rockets' Alternate Jerseys"",1710053"
"2022-09-03 04:19,The Ringer NBA Show,""Donovan Mitchell to the Cavs, the Rejuvenated Nuggets, and the Rockets' Alternate Jerseys"",46064"
"2022-09-03 12:31,Data Career Podcast,35: 20 Red Flags For a Tech Job ,3100"
"2022-09-03 12:41,Data Career Podcast,35: 20 Red Flags For a Tech Job ,607030"
"2022-09-03 15:52,OneRepublic,I Ain't Worried,2090"
"2022-09-03 15:55,Post Malone,I Like You (A Happier Song) (with Doja Cat),192840"
"2022-09-03 15:58,Nicki Minaj,Super Freaky Girl,7680"
"2022-09-03 15:58,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),1471"
"2022-09-03 15:58,Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,5098"
"2022-09-03 15:58,Yung Gravy,Betty (Get Money),112536"
"2022-09-03 16:01,Nicky Youre,Sunroof,163025"
"2022-09-03 16:20,Ed Sheeran,Shivers,24335"
"2022-09-03 16:20,Harry Styles,As It Was,1644"
"2022-09-03 16:21,Marshmello,Numb,14257"
"2022-09-03 16:21,Luke Combs,Forever After All,35340"
"2022-09-03 16:23,Sarah Seing,First Light,75952"
"2022-09-03 16:24,George Ezra,Anyone For You (Tiger Lily),82895"
"2022-09-03 16:28,John Mayer,Slow Dancing in a Burning Room,242000"
"2022-09-03 16:31,Coldplay,Day ‘n’ Nite - Spotify Singles,192432"
"2022-09-03 16:32,Keith Urban,Never Comin Down - Recorded At Sound Stage Studios Nashville,14930"
"2022-09-03 16:32,Kanye West,I Wonder,40077"
"2022-09-03 16:35,Dan + Shay,""Tequila - Live Session at Sound Stage Studios, Nashville, TN"",174973"
"2022-09-03 16:39,Gryffin,""Heavenly Father (feat. Noah Kahan) - Recorded at Electric Lady Studios, NYC"",225644"
"2022-09-03 16:42,Ingrid Andress,Lady Like,206106"
"2022-09-03 16:43,The Kid LAROI,WITHOUT YOU - Spotify Singles,20850"
"2022-09-03 16:43,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,1486"
"2022-09-03 16:45,Zara Larsson,Lay All Your Love On Me - Spotify Singles,161125"
"2022-09-03 16:50,Thomas Rhett,Castle On The Hill - Recorded at Sound Stage Nashville,255126"
"2022-09-03 16:50,James Barker Band,""Never Be The Same - Recorded At Revolution Studios, Toronto"",16937"
"2022-09-03 20:20,Anderson East,Always Be My Baby - Recorded at Sound Stage Nashville,39776"
"2022-09-04 00:25,Tanner Adell,Love You a Little Bit,210813"
"2022-09-04 00:28,Tanner Adell,Tan Lines,189045"
"2022-09-04 05:42,Tanner Adell,Country Girl Commandments,70163"
"2022-09-04 06:09,The Ringer NBA Show,""Donovan Mitchell to the Cavs, the Rejuvenated Nuggets, and the Rockets' Alternate Jerseys"",1510030"
"2022-09-04 14:08,Hilary Weeks,Come Thou Fount & Amazing Grace,1813"
"2022-09-04 14:08,Daniel Beck,Joseph Smith's First Prayer,3761"
"2022-09-04 14:08,The Utah Valley Children's Choir,Precious Savior,5311"
"2022-09-04 14:08,Daniel Beck,Abide With Me 'Tis Eventide,16564"
"2022-09-04 14:08,Calee Reed,Cleanse You,2624"
"2022-09-04 14:12,Jason Tonioli,Emotions,214439"
"2022-09-04 14:15,Pathway Piano,My Testimony - Instrumental,185423"
"2022-09-04 18:49,Wait Wait... Don't Tell Me!,Chris Estrada,1591530"
"2022-09-05 04:12,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",18760"
"2022-09-05 04:46,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",1866213"
"2022-09-05 13:38,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",502777"
"2022-09-05 19:31,REAL AF with Andy Frisella,208. #75HARD + #LIVEHARD: Winning The War Within & Unlocking Your Full Potential,269824"
"2022-09-06 00:08,NEFFEX,Fight Back,53919"
"2022-09-06 02:26,REAL AF with Andy Frisella,208. #75HARD + #LIVEHARD: Winning The War Within & Unlocking Your Full Potential,2876134"
"2022-09-06 03:04,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",989064"
"2022-09-06 13:11,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",1807487"
"2022-09-06 13:16,REAL AF with Andy Frisella,208. #75HARD + #LIVEHARD: Winning The War Within & Unlocking Your Full Potential,112618"
"2022-09-06 13:16,Ed Sheeran,Shivers,2090"
"2022-09-06 13:16,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",4458"
"2022-09-06 13:17,Camila Cabello,Bam Bam (feat. Ed Sheeran),2453"
"2022-09-06 13:20,Quinn XCII,A Letter To My Younger Self (feat. Logic),212013"
"2022-09-06 13:21,Harry Styles,Late Night Talking,45641"
"2022-09-06 13:24,Justin Bieber,Anyone,190779"
"2022-09-06 13:27,Ed Sheeran,Shivers,207853"
"2022-09-06 13:29,Lauv,Kids Are Born Stars,84847"
"2022-09-07 03:57,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",18929"
"2022-09-07 04:07,The Bill Simmons Podcast,""Best NFL Sleeper Candidates With Kevin Clark and Raheem Palmer, Plus Heidi Gardner on the Chiefs and SNL"",4620"
"2022-09-07 04:07,The Bill Simmons Podcast,""Guess the Lines and NFC Over/Unders With Cousin Sal. Plus, Dick Ebersol’s First BS Interview!"",236695"
"2022-09-07 15:36,The Bill Simmons Podcast,""Best NFL Sleeper Candidates With Kevin Clark and Raheem Palmer, Plus Heidi Gardner on the Chiefs and SNL"",1979024"
"2022-09-08 01:28,Basketball Illuminati,Blow The Whistle,1410010"
"2022-09-08 03:54,Basketball Illuminati,Blow The Whistle,1857941"
"2022-09-09 04:32,Brian Windhorst & The Hoop Collective,""EuroBasket Results, Are The Hawks Or Cavs Better?"",1510829"
"2022-09-09 11:51,Brian Windhorst & The Hoop Collective,""EuroBasket Results, Are The Hawks Or Cavs Better?"",487595"
"2022-09-09 21:04,Brian Windhorst & The Hoop Collective,""EuroBasket Results, Are The Hawks Or Cavs Better?"",1713990"
"2022-09-09 21:08,Yeat,Flawlëss (feat. Lil Uzi Vert),14667"
"2022-09-09 21:08,Lewis Capaldi,Forget Me,203472"
"2022-09-09 21:11,Blood Orange,Jesus Freak Lighter,8180"
"2022-09-09 21:11,Kane Brown,Thank God,174560"
"2022-09-09 21:15,Imagine Dragons,Bubble - Night Visions Demo,202698"
"2022-09-09 21:18,Tom Odell,Smiling All The Way Back Home,182028"
"2022-09-09 21:24,Tyler Childers,Angel Band - Jubilee Version,372160"
"2022-09-09 23:33,G Herbo,""Me, Myself & I (with A Boogie wit da Hoodie)"",25652"
"2022-09-10 00:12,Brian Windhorst & The Hoop Collective,""EuroBasket Results, Are The Hawks Or Cavs Better?"",1124917"
"2022-09-10 03:39,The Bill Simmons Podcast,""Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak"",709119"
"2022-09-10 04:15,The Bill Simmons Podcast,""Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak"",1222047"
"2022-09-10 14:08,The Bill Simmons Podcast,""Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak"",661838"
"2022-09-10 14:12,Justin Bieber,Beautiful Love - Free Fire,207837"
"2022-09-10 14:12,DJ Khaled,NO SECRET (feat. Drake),1671"
"2022-09-10 14:12,Justin Bieber,As I Am (feat. Khalid),7082"
"2022-09-10 15:20,David Guetta,2U - R3HAB Remix,156773"
"2022-09-10 15:21,Mokita,Ready Yet,78084"
"2022-09-10 15:38,The Bill Simmons Podcast,""Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak"",133677"
"2022-09-10 15:45,The Bill Simmons Podcast,""Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak"",216735"
"2022-09-10 18:23,Morbid,Episode 361: Listener Tales 50,1027329"
"2022-09-10 18:27,Crime Junkie,PRECEDENT: John Brady,10490"
"2022-09-10 18:27,Crime Junkie,Update from Brit,209460"
"2022-09-10 18:58,Crime Junkie,MYSTERIOUS DEATH OF: Davina Buff Jones,1722170"
"2022-09-10 19:44,Crime Junkie,MYSTERIOUS DEATH OF: Davina Buff Jones,2431892"
"2022-09-10 19:46,Crime Junkie,MURDERED: Jenny Lin Part 1,34887"
"2022-09-11 05:55,The Bill Simmons Podcast,""Buffalo’s Ram Sandwich, Plus Week 1's Million Dollar Picks With Peter Schrager and Benjamin Solak"",246046"
"2022-09-11 23:44,The Marketing Secrets Show,S2E4 - (VRE) Magnetic Marketing / Dan Kennedy - Episode #1,1565402"
"2022-09-11 23:53,Wait Wait... Don't Tell Me!,Abbi Jacobson,421744"
"2022-09-12 13:00,Wait Wait... Don't Tell Me!,Abbi Jacobson,1927427"
"2022-09-12 13:03,The Bill Simmons Podcast,""A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal"",88700"
"2022-09-12 13:56,The Bill Simmons Podcast,""A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal"",2422530"
"2022-09-12 14:13,The Bill Simmons Podcast,""A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal"",974116"
"2022-09-12 21:51,The Bill Simmons Podcast,""A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal"",258902"
"2022-09-12 22:00,The Bill Simmons Podcast,""A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal"",341690"
"2022-09-12 23:24,The Bill Simmons Podcast,""A Wobbling NFC, Mahomes on a Mission, and Guess the Lines Week 2 With Cousin Sal"",886422"
"2022-09-13 04:01,Pardon My Take,""NFL Week 1, Fastest 2 Minutes, Recapping Every Game From Sunday, Mahomes Is Still Incredible And The Packers Are Dead"",1732858"
"2022-09-13 11:44,Green Day,Basket Case,181533"
"2022-09-13 11:46,Green Day,American Idiot,137561"
"2022-09-13 21:21,Luke Combs,Lovin' On You,16219"
"2022-09-13 21:25,The Killers,Mr. Brightside,222974"
"2022-09-13 21:30,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,306374"
"2022-09-13 21:32,Bloc Party,Banquet,94998"
"2022-09-13 21:32,Simple Plan,Welcome to My Life,209"
"2022-09-13 21:35,Simple Plan,Welcome to My Life,206797"
"2022-09-13 21:36,Chevelle,Jars,53753"
"2022-09-13 21:40,Simple Plan,Addicted,232090"
"2022-09-13 21:43,Sugar Ray,When It's Over - David Kahne Main,217200"
"2022-09-13 21:47,Shinedown,Second Chance,222067"
"2022-09-13 21:52,Pearl Jam,Even Flow,292395"
"2022-09-13 21:53,Korn,Coming Undone,441"
"2022-09-13 21:53,Three Days Grace,Are You Ready,1178"
"2022-09-13 21:53,Marcy Playground,Sex & Candy,688"
"2022-09-13 21:53,Framing Hanley,Lollipop,713"
"2022-09-13 21:53,System Of A Down,Chop Suey!,186"
"2022-09-13 21:53,The Ataris,The Boys of Summer,88755"
"2022-09-13 21:53,Jimmy Eat World,Bleed American,2699"
"2022-09-13 21:53,Nirvana,In Bloom,35442"
"2022-09-13 21:53,Flyleaf,All Around Me,932"
"2022-09-13 21:53,Green Day,Holiday / Boulevard of Broken Dreams,924"
"2022-09-13 21:53,Fuel,Hemorrhage (In My Hands),0"
"2022-09-13 21:53,Live,Selling The Drama,186"
"2022-09-13 21:53,Sum 41,In Too Deep,186"
"2022-09-13 21:53,Lustra,Scotty Doesn't Know,467"
"2022-09-13 21:53,Seether,Remedy,934"
"2022-09-13 21:53,Chevelle,The Red,0"
"2022-09-13 21:53,Lifehouse,Hanging By A Moment,186"
"2022-09-13 22:01,Green Day,Holiday / Boulevard of Broken Dreams,493399"
"2022-09-13 22:05,Live,Selling The Drama,205228"
"2022-09-13 22:07,Weezer,Island In The Sun,428"
"2022-09-13 22:07,Linkin Park,Don't Stay,439"
"2022-09-13 22:07,Eve 6,Inside Out,209"
"2022-09-13 22:07,The Offspring,Gone Away - 1997,186"
"2022-09-13 22:07,The Smashing Pumpkins,""Tonight, Tonight - Remastered 2012"",186"
"2022-09-13 22:07,Good Charlotte,The River,110994"
"2022-09-13 22:07,Duncan Sheik,Barely Breathing,209"
"2022-09-13 22:10,The Smashing Pumpkins,Today - 2011 Remaster,201174"
"2022-09-13 22:13,Green Day,Basket Case,181348"
"2022-09-13 22:14,Local H,Bound For The Floor,1934"
"2022-09-13 22:14,blink-182,She's Out Of Her Mind,0"
"2022-09-13 22:14,Velvet Revolver,Slither,49751"
"2022-09-13 22:14,The Smashing Pumpkins,Bullet With Butterfly Wings,932"
"2022-09-13 22:14,The Offspring,Come Out and Play,468"
"2022-09-13 22:14,Sugarcult,Bouncing Off The Walls,428"
"2022-09-13 22:14,Papa Roach,Face Everything And Rise,186"
"2022-09-13 22:18,The All-American Rejects,Gives You Hell,213107"
"2022-09-13 22:22,Silverchair,Tomorrow,266095"
"2022-09-13 22:27,Nirvana,Heart-Shaped Box,280935"
"2022-09-13 22:30,blink-182,First Date,170934"
"2022-09-13 22:33,Thirty Seconds To Mars,Attack,187989"
"2022-09-13 22:37,Beck,Loser,234814"
"2022-09-13 22:41,Third Eye Blind,Jumper - 1998 Edit,272744"
"2022-09-13 22:44,Good Charlotte,The Anthem,174908"
"2022-09-13 22:48,blink-182,Adam's Song,249441"
"2022-09-13 22:52,Staind,So Far Away,243017"
"2022-09-13 23:03,Spoon,The Underdog,76350"
"2022-09-14 03:51,PTI,The Broncos' Blunder,487"
"2022-09-14 04:15,PTI,The Broncos' Blunder,1469114"
"2022-09-14 11:54,Incubus,Drive,320"
"2022-09-14 11:54,Finger Eleven,Paralyzer,42"
"2022-09-14 11:54,Sugar Ray,Someday - Remastered,1578"
"2022-09-14 11:55,Queens of the Stone Age,Little Sister,0"
"2022-09-14 11:55,Creed,With Arms Wide Open,0"
"2022-09-14 11:55,Papa Roach,Scars,0"
"2022-09-14 11:55,Chevelle,Face to the Floor,213"
"2022-09-14 11:55,Puddle Of Mudd,Control,0"
"2022-09-14 11:55,Linkin Park,Crawling,576"
"2022-09-14 11:55,Sum 41,Fat Lip,0"
"2022-09-14 11:55,Lustra,Scotty Doesn't Know,4693"
"2022-09-14 11:58,Yellowcard,Ocean Avenue,198266"
"2022-09-14 12:53,Yellowcard,Only One,116443"
"2022-09-14 14:16,ABBA,Waterloo,168941"
"2022-09-14 14:26,ABBA,Lay All Your Love On Me,37803"
"2022-09-14 17:32,Thirty Seconds To Mars,The Kill,22918"
"2022-09-14 17:32,The Bill Simmons Podcast,""Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan"",1407713"
"2022-09-14 17:34,BOYS LIKE GIRLS,Hero / Heroine - Original Mix,65178"
"2022-09-14 17:38,John Mayer,No Such Thing,231466"
"2022-09-14 18:49,John Mayer,Til the Right One Comes,219226"
"2022-09-14 18:49,John Mayer,Bigger Than My Body,1671"
"2022-09-14 18:49,John Mayer,All We Ever Do Is Say Goodbye,1950"
"2022-09-14 18:49,Eric Clapton,Magnolia (feat. John Mayer),1880"
"2022-09-14 18:49,John Mayer,Roll it on Home,12055"
"2022-09-14 18:53,John Mayer,Changing,213080"
"2022-09-14 18:57,John Mayer,Shot in the Dark,249080"
"2022-09-14 18:59,John Mayer,The Age of Worry,157586"
"2022-09-14 23:44,John Mayer,Who You Love (feat. Katy Perry),78486"
"2022-09-14 23:47,John Mayer,You're Gonna Live Forever in Me,190013"
"2022-09-14 23:51,John Mayer,Queen of California,250133"
"2022-09-14 23:52,John Mayer,My Stupid Mouth,55504"
"2022-09-14 23:56,John Mayer,Paper Doll,257386"
"2022-09-14 23:57,John Mayer,All I Want Is to Be With You,2321"
"2022-09-14 23:57,John Mayer,Neon,1904"
"2022-09-14 23:57,John Mayer,Clarity,52703"
"2022-09-14 23:57,John Mayer,Moving On and Getting Over,1834"
"2022-09-14 23:57,John Mayer,Why You No Love Me,1857"
"2022-09-15 00:00,John Mayer,Love Is A Verb,144400"
"2022-09-15 00:02,John Mayer,Back to You,119714"
"2022-09-15 00:02,John Mayer,Shouldn't Matter but It Does,2554"
"2022-09-15 00:06,John Mayer,Waitin' On The Day,273066"
"2022-09-15 00:10,John Mayer,Rosie,240626"
"2022-09-15 00:14,John Mayer,Slow Dancing in a Burning Room,4890"
"2022-09-15 00:14,John Mayer,In the Blood,243666"
"2022-09-15 03:46,John Mayer,Slow Dancing in a Burning Room,237113"
"2022-09-15 03:51,John Mayer,Edge of Desire,275292"
"2022-09-15 03:55,John Mayer,Helpless,249120"
"2022-09-15 03:58,John Mayer,Who Says,175480"
"2022-09-15 04:03,John Mayer,Born and Raised,287640"
"2022-09-15 04:06,John Mayer,Last Train Home,187306"
"2022-09-15 04:48,John Mayer,Wildfire,245937"
"2022-09-15 05:04,The Bill Simmons Podcast,""Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan"",960693"
"2022-09-15 11:40,The Bill Simmons Podcast,""Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan"",768563"
"2022-09-15 11:55,The Bill Simmons Podcast,""Our Jonathan Tjarks Tribute (Including a 2018 NBA Re-draft) With Kevin O’Connor, J. Kyle Mann, and Chris Ryan"",2229"
"2022-09-15 11:58,OneRepublic,I Ain't Worried,143360"
"2022-09-15 11:58,BLACKPINK,Pink Venom,2298"
"2022-09-15 12:49,Glass Animals,Heat Waves,41935"
"2022-09-15 12:50,OneRepublic,I Ain't Worried,1927"
"2022-09-15 12:50,BLACKPINK,Pink Venom,26795"
"2022-09-15 12:50,NewJeans,Attention,1462"
"2022-09-15 12:52,Harry Styles,As It Was,167303"
"2022-09-15 12:59,Calvin Harris,""Stay With Me (with Justin Timberlake, Halsey, & Pharrell)"",61122"
"2022-09-15 12:59,The Ringer NBA Show,Examining the NBA’s Investigation Into Robert Sarver,6997"
"2022-09-15 13:21,The Ringer NBA Show,Examining the NBA’s Investigation Into Robert Sarver,485270"
"2022-09-15 18:57,Info Product Mastery,""Episode 16 | Learning how to market as a programmer, mistakes made marketing info products, and strategies for marketing to a tech audience"",978420"
"2022-09-16 04:05,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",2159"
"2022-09-16 05:48,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",1241138"
"2022-09-16 06:10,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",1217256"
"2022-09-16 12:56,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",599450"
"2022-09-16 13:24,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",811816"
"2022-09-16 18:48,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",9505"
"2022-09-16 20:28,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",355988"
"2022-09-16 20:36,Info Product Mastery,""Episode 16 | Learning how to market as a programmer, mistakes made marketing info products, and strategies for marketing to a tech audience"",384860"
"2022-09-16 20:45,Info Product Mastery,Episode 17 | Does building a community help sell info products and online education courses?,562947"
"2022-09-16 20:45,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",1712"
"2022-09-16 22:22,Basketball Illuminati,Justice Is Sarved,892920"
"2022-09-16 22:31,Luke Combs,Forever After All,232533"
"2022-09-16 22:35,Luke Combs,The Kind of Love We Make,224426"
"2022-09-16 23:42,Luke Combs,Better Back When,134061"
"2022-09-17 04:42,Luke Combs,Every Little Bit Helps,6455"
"2022-09-17 05:11,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",1678695"
"2022-09-17 05:11,The Bill Simmons Podcast,""Haunting NFL Mistakes, Week 2 Panic Meter, and Million-Dollar Picks With Peter Schrager and Benjamin Solak"",100"
"2022-09-17 10:56,The Bill Simmons Podcast,The Best NFL Playoff Weekend Ever With Cousin Sal,28728"
"2022-09-17 10:56,The Bill Simmons Podcast,The Best NFL Playoff Weekend Ever With Cousin Sal,100"
