"endTime,artistName,trackName,msPlayed"
"2022-12-27 15:30,The Kid LAROI,STAY (with Justin Bieber),3285"
"2022-12-27 15:30,Jack Harlow,First Class,576"
"2022-12-27 15:30,Jack Harlow,First Class,1728"
"2022-12-27 15:32,Lost Frequencies,Where Are You Now,148197"
"2022-12-27 15:36,Camila Cabello,Bam Bam (feat. Ed Sheeran),39928"
"2022-12-27 15:36,Luke Combs,Refrigerator Door,204240"
"2022-12-27 15:41,Billie Eilish,TV,281380"
"2022-12-27 20:11,Luke Combs,Lovin' On You,164668"
"2022-12-28 02:54,""All-In with Chamath, Jason, Sacks & Friedberg"",E109: 2022 Bestie Awards Live from Twitter HQ,2813081"
"2022-12-28 02:56,The Mismatch,""A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions"",89440"
"2022-12-28 03:21,The Mismatch,""A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions"",1468681"
"2022-12-28 05:06,The Mismatch,""A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions"",1476696"
"2022-12-28 13:59,The Mismatch,""A Christmas Embarrassment, the Thriving Nets, and Mailbag Questions"",1692573"
"2022-12-28 14:09,The Bill Simmons Podcast,""Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak"",509802"
"2022-12-28 14:13,Luke Combs,Doin' This,254181"
"2022-12-28 14:19,Morgan Wallen,Cover Me Up,216572"
"2022-12-28 14:22,The Bill Simmons Podcast,""Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak"",184789"
"2022-12-28 14:58,Luke Combs,New Every Day,1877"
"2022-12-28 14:58,Luke Combs,The Other Guy,896"
"2022-12-28 14:58,Justin Bieber,Sorry,1877"
"2022-12-28 14:58,Luke Combs,Outrunnin' Your Memory,1493"
"2022-12-28 14:58,The Bill Simmons Podcast,""Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak"",1386269"
"2022-12-28 15:04,Jaymes Young,Infinity,217642"
"2022-12-28 15:06,Kanye West,Stronger,152469"
"2022-12-28 15:09,Kanye West,I Wonder,101461"
"2022-12-28 20:26,The Bill Simmons Podcast,""Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak"",890005"
"2022-12-28 20:27,Joji,Glimpse of Us,10325"
"2022-12-28 20:30,Joji,Glimpse of Us,223661"
"2022-12-28 20:33,Glass Animals,Heat Waves (with iann dior),175302"
"2022-12-28 20:36,Justin Bieber,Lonely (with benny blanco),148991"
"2022-12-28 20:39,Nicky Youre,Sunroof,162840"
"2022-12-28 20:42,Luke Combs,Cold As You,185921"
"2022-12-28 20:44,Oliver Tree,Life Goes On,161618"
"2022-12-28 20:48,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),219759"
"2022-12-28 20:52,Luke Combs,Every Little Bit Helps,247641"
"2022-12-28 20:55,Post Malone,I Like You (A Happier Song) (with Doja Cat),192655"
"2022-12-28 20:58,Justin Bieber,Baby,33252"
"2022-12-28 20:58,OneRepublic,I Ain't Worried,148268"
"2022-12-28 21:02,Luke Combs,Even Though I'm Leaving,225254"
"2022-12-28 21:03,John Mayer,Slow Dancing in a Burning Room,38788"
"2022-12-28 21:03,PinkPantheress,Just for Me,3453"
"2022-12-28 21:06,Morgan Wallen,You Proof,157478"
"2022-12-28 21:09,Morgan Wallen,Sand In My Boots,202134"
"2022-12-28 21:13,Luke Combs,Reasons,224108"
"2022-12-28 21:16,Morgan Wallen,More Than My Hometown,216357"
"2022-12-28 21:19,Bazzi,Paradise,168853"
"2022-12-28 21:22,Green Day,Basket Case,181348"
"2022-12-28 21:33,Luke Combs,Blue Collar Boys,128179"
"2022-12-28 23:46,The Bill Simmons Podcast,""Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak"",498638"
"2022-12-28 23:55,The Bill Simmons Podcast,""Luka & Jokic Chase History, the All-Time Fun NBA Team, and NFL Burning Questions | With J. Kyle Mann and Benjamin Solak"",289495"
"2022-12-29 00:29,Grow The Show: Grow & Monetize Your Podcast,81: How to Manage Your Podcast-Related Stress,1085636"
"2022-12-29 00:30,Grow The Show: Grow & Monetize Your Podcast,""82: How to Protect Your Podcast, With Alexia Bedat"",4351"
"2022-12-29 00:37,Grow The Show: Grow & Monetize Your Podcast,73: Should You Number Your Podcast Episodes?,350208"
"2022-12-29 00:46,Grow The Show: Grow & Monetize Your Podcast,71: Should You Change Your Podcast's Name?,570267"
"2022-12-29 02:40,Grow The Show: Grow & Monetize Your Podcast,47: The Only 2 Things You Need to Produce a Great Podcast Episode,286911"
"2022-12-29 05:15,The Ringer NBA Show,Who Is … Who Will Be … | Group Chat,17173"
"2022-12-29 05:16,The Ringer NBA Show,Who Is … Who Will Be … | Group Chat,14650"
"2022-12-29 05:44,The Ringer NBA Show,Who Is … Who Will Be … | Group Chat,1200023"
"2022-12-29 06:27,The Ringer NBA Show,Who Is … Who Will Be … | Group Chat,2098831"
"2022-12-29 07:09,Brasco,WWW,79923"
"2022-12-29 07:15,NOK1D,kein type,1857"
"2022-12-29 07:17,Brasco,WWW,120500"
"2022-12-29 07:18,NOK1D,kein type,94945"
"2022-12-29 07:38,DILO TN,Kill nicht mein Vibe,102388"
"2022-12-29 07:41,""I Don't Care, I Love It"",Fav Content I Consumed in 2022,186549"
"2022-12-29 07:46,Luke Combs,Every Little Bit Helps,247826"
"2022-12-29 07:49,Glass Animals,Heat Waves (with iann dior),175301"
"2022-12-29 07:52,Chelsea Cutler,Calling All Angels (with Quinn XCII),184946"
"2022-12-29 07:55,Luke Combs,Forever After All,232533"
"2022-12-29 08:15,Billie Eilish,TV,125361"
"2022-12-29 08:38,The Ringer NBA Show,Who Is … Who Will Be … | Group Chat,1329603"
"2022-12-29 09:28,Brian Windhorst & The Hoop Collective,Attainable Franchise All-Time Scorer Records,2747023"
"2022-12-29 10:02,The Course Creator Show,Episode 128 | 2022 Wrap Up Part 2: Lessons Learned (aka the failures!),2042423"
"2022-12-29 10:57,Growthpreneurs by Shanee Moret,Grow Your Personal Brand in 2023,3247008"
"2022-12-29 11:52,Luke Combs,South On Ya,2670"
"2022-12-29 11:52,Basketball Illuminati,The MVP Conversation Bar,1565953"
"2022-12-29 11:55,Luke Combs,The Great Divide,211990"
"2022-12-29 11:59,John Mayer,Slow Dancing in a Burning Room,22948"
"2022-12-29 11:59,Post Malone,I Like You (A Happier Song) (with Doja Cat),192840"
"2022-12-29 12:03,Luke Combs,Blue Collar Boys,219920"
"2022-12-29 12:06,Thomas Rhett,Die A Happy Man,227426"
"2022-12-29 12:09,The Walters,I Love You So,160239"
"2022-12-29 12:12,Justin Bieber,Hold On,170813"
"2022-12-29 12:16,Luke Combs,Reasons,224293"
"2022-12-29 12:19,Thomas Rhett,What’s Your Country Song,171333"
"2022-12-29 12:22,Harry Styles,Late Night Talking,177954"
"2022-12-29 12:23,Ed Sheeran,Bad Habits,116176"
"2022-12-29 12:31,Quinn XCII,Stay Next To Me (with Chelsea Cutler),206045"
"2022-12-29 12:32,Lost Frequencies,Where Are You Now,105925"
"2022-12-29 13:30,Grow The Show: Grow & Monetize Your Podcast,37: How 3 Legendary Podcasters Hook Their Listeners in 90 Seconds,798743"
"2022-12-29 16:28,Grow The Show: Grow & Monetize Your Podcast,37: How 3 Legendary Podcasters Hook Their Listeners in 90 Seconds,1113141"
"2022-12-30 04:04,The Ringer NBA Show,10 Predictions for 2023 That Could Change the NBA,1269434"
"2022-12-30 17:47,Luke Combs,Blue Collar Boys,35050"
"2022-12-31 05:20,The Bill Simmons Podcast,""NBA Ringz Culture, Wobbling for Wemby Trade Teams, and Week 17 Million-Dollar Picks With Van Lathan, Wosny Lambre, and Peter Schrager"",1932318"
"2022-12-31 22:04,Grow The Show: Grow & Monetize Your Podcast,45: How to Get More 5 Star Podcast Reviews,400725"
"2022-12-31 22:10,Grow The Show: Grow & Monetize Your Podcast,37: How 3 Legendary Podcasters Hook Their Listeners in 90 Seconds,302677"
"2022-12-31 22:29,Grow The Show: Grow & Monetize Your Podcast,""66: How to Get Your Show Ranked on the Podcast Charts, with Luis Diaz"",1108736"
"2022-12-31 22:29,Luke Combs,South On Ya,917"
"2022-12-31 22:29,Morgan Wallen,You Proof,1792"
"2022-12-31 22:29,Luke Combs,Does To Me (feat. Eric Church),1130"
"2022-12-31 22:29,Luke Combs,Cold As You,1322"
"2022-12-31 22:30,Justin Bieber,Baby,1088"
"2022-12-31 22:30,Camila Cabello,Bam Bam (feat. Ed Sheeran),896"
"2022-12-31 22:30,Luke Combs,Every Little Bit Helps,2431"
"2022-12-31 22:30,Morgan Wallen,Wasted On You,831"
"2022-12-31 22:30,Luke Combs,""1, 2 Many"",1194"
"2022-12-31 22:30,Halsey,So Good,1557"
"2022-12-31 22:30,Ed Sheeran,Bad Habits,1813"
"2022-12-31 22:30,Luke Combs,Reasons,2048"
"2022-12-31 22:32,Kanye West,Stronger,0"
"2022-12-31 22:32,Oliver Tree,Life Goes On,1280"
"2022-12-31 22:32,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),1962"
"2022-12-31 22:32,Charlie Puth,Light Switch,1685"
"2022-12-31 22:32,John Mayer,Last Train Home,1151"
"2022-12-31 22:32,Brooks & Dunn,Brand New Man - with Luke Combs,1557"
"2022-12-31 22:32,Luke Combs,Six Feet Apart,1130"
"2022-12-31 22:32,Luke Combs,Outrunnin' Your Memory,1578"
"2022-12-31 22:32,Nic D,Fine Apple,153296"
"2022-12-31 22:32,Luke Combs,The Great Divide,1386"
"2022-12-31 22:32,Luke Combs,Moon Over Mexico,1408"
"2022-12-31 22:36,Justin Bieber,Love Yourself,1087"
"2022-12-31 22:36,Post Malone,I Like You (A Happier Song) (with Doja Cat),5760"
"2022-12-31 22:36,OneRepublic,I Ain't Worried,1024"
"2022-12-31 22:36,Justin Bieber,Off My Face,896"
"2022-12-31 22:36,Luke Combs,What You See Is What You Get,1194"
"2022-12-31 22:36,Nicky Youre,Sunroof,3071"
"2022-12-31 22:36,Justin Bieber,Red Eye (feat. TroyBoi),2560"
"2022-12-31 22:36,Lil Nas X,THATS WHAT I WANT,1066"
"2022-12-31 22:36,Maggie Rogers,That's Where I Am,1386"
"2022-12-31 22:36,Luke Combs,Let the Moonshine,1685"
"2022-12-31 22:36,Luke Combs,Beer Never Broke My Heart,185322"
"2022-12-31 22:36,Glass Animals,Heat Waves,1023"
"2022-12-31 22:39,James Smith,Got the Love,172031"
"2022-12-31 22:39,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),2645"
"2022-12-31 22:39,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),3157"
"2022-12-31 22:39,Harry Styles,Late Night Talking,4266"
"2023-01-01 03:16,Luke Combs,When It Rains It Pours,102143"
"2023-01-01 04:04,The Bill Simmons Podcast,""NBA Ringz Culture, Wobbling for Wemby Trade Teams, and Week 17 Million-Dollar Picks With Van Lathan, Wosny Lambre, and Peter Schrager"",2009576"
"2023-01-02 04:21,The Bill Simmons Podcast,""NBA Ringz Culture, Wobbling for Wemby Trade Teams, and Week 17 Million-Dollar Picks With Van Lathan, Wosny Lambre, and Peter Schrager"",2045631"
"2023-01-03 00:51,The Bill Simmons Podcast,""NBA Ringz Culture, Wobbling for Wemby Trade Teams, and Week 17 Million-Dollar Picks With Van Lathan, Wosny Lambre, and Peter Schrager"",48768"
"2023-01-03 03:56,The Bill Simmons Podcast,""NBA Ringz Culture, Wobbling for Wemby Trade Teams, and Week 17 Million-Dollar Picks With Van Lathan, Wosny Lambre, and Peter Schrager"",305408"
"2023-01-03 12:22,The Bill Simmons Podcast,""The Somehow Alive Packers, Zombie Bucs, Won’t-Die Pats, and More Improbable Week 18 Playoff Scenarios With Cousin Sal"",2197977"
"2023-01-03 15:18,Brian Windhorst & The Hoop Collective,Danger For Minnesota? Potential Contract Extensions,773162"
"2023-01-03 16:03,The Bill Simmons Podcast,""The Somehow Alive Packers, Zombie Bucs, Won’t-Die Pats, and More Improbable Week 18 Playoff Scenarios With Cousin Sal"",52608"
"2023-01-03 16:55,The Bill Simmons Podcast,""The Somehow Alive Packers, Zombie Bucs, Won’t-Die Pats, and More Improbable Week 18 Playoff Scenarios With Cousin Sal"",586419"
"2023-01-04 01:23,Luke Combs,The Kind of Love We Make,2154"
"2023-01-04 01:26,Luke Combs,Dear Today,219733"
"2023-01-04 01:30,Luke Combs,Forever After All,214476"
"2023-01-04 05:07,Brian Windhorst & The Hoop Collective,Danger For Minnesota? Potential Contract Extensions,1814128"
"2023-01-04 19:52,""I Don't Care, I Love It"",2023!!!,229909"
"2023-01-05 04:27,The Bill Simmons Podcast,Greatest Knicks What-Ifs and a January NBA Power Poll Deep Dive,3932081"
"2023-01-05 04:30,""I Don't Care, I Love It"",2023!!!,15394"
"2023-01-05 08:34,Brian Windhorst & The Hoop Collective,Danger For Minnesota? Potential Contract Extensions,10356"
"2023-01-05 08:34,Brian Windhorst & The Hoop Collective,Incredible Scoring Across The League,3503380"
"2023-01-05 09:12,The Ringer NBA Show,Teams Surging and Slumping into the New Year | Group Chat,2256886"
"2023-01-05 18:21,Grow The Show: Grow & Monetize Your Podcast,""66: How to Get Your Show Ranked on the Podcast Charts, with Luis Diaz"",19562"
"2023-01-05 18:39,Grow The Show: Grow & Monetize Your Podcast,""66: How to Get Your Show Ranked on the Podcast Charts, with Luis Diaz"",641429"
"2023-01-05 19:03,Grow The Show: Grow & Monetize Your Podcast,93: Why Your Podcasting Goals Are Holding You Back,956409"
"2023-01-06 01:50,B5,Who's Afraid of the Big Bad Wolf,58112"
"2023-01-06 05:19,The Ringer NBA Show,Teams Surging and Slumping into the New Year | Group Chat,1933609"
"2023-01-06 05:22,The Ringer NBA Show,What’s Behind the Recent Burst of Historic NBA Stat Lines? Plus Sam Amick Returns to Discuss the “Wonky” Western Conference. | Real Ones,145647"
"2023-01-06 11:29,Brian Windhorst & The Hoop Collective,All-Star Starter Predictions,3120497"
"2023-01-06 11:58,The Bill Simmons Podcast,""The Curious Clippers and More NBA Head-Scratchers With Rob Mahoney. Plus, a Complicated Week 18 in the NFL With Peter Schrager."",1690827"
"2023-01-06 17:56,Luke Combs,Does To Me (feat. Eric Church),80832"
"2023-01-06 18:48,The Joe Rogan Experience,#1920 - Dave Portnoy,535096"
"2023-01-06 18:57,The Joe Rogan Experience,#1920 - Dave Portnoy,548542"
"2023-01-06 21:25,The Joe Rogan Experience,#1920 - Dave Portnoy,454912"
"2023-01-07 02:10,The Joe Rogan Experience,#1920 - Dave Portnoy,1417343"
"2023-01-07 03:05,The Joe Rogan Experience,#1920 - Dave Portnoy,1449685"
"2023-01-07 03:13,The Joe Rogan Experience,#1920 - Dave Portnoy,487210"
"2023-01-07 04:38,Luke Combs,The Kind of Love We Make,43520"
"2023-01-07 05:08,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",1439"
"2023-01-07 05:08,The Joe Rogan Experience,#1920 - Dave Portnoy,146195"
"2023-01-07 05:51,The Joe Rogan Experience,#1920 - Dave Portnoy,2361531"
"2023-01-07 05:58,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",13950"
"2023-01-07 05:58,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",2623"
"2023-01-07 05:58,The Joe Rogan Experience,#1920 - Dave Portnoy,35201"
"2023-01-07 06:48,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",2938803"
"2023-01-07 07:11,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",1303420"
"2023-01-07 07:12,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",100"
"2023-01-07 08:50,""All-In with Chamath, Jason, Sacks & Friedberg"",E110: 2023 Bestie Predictions!,5886301"
"2023-01-07 09:30,Basketball Illuminati,The Number 11,2363991"
"2023-01-07 09:53,PTI,Okay With The Plan?,1420814"
"2023-01-07 13:36,""I Don't Care, I Love It"",2023!!!,200108"
"2023-01-07 16:57,The Joe Rogan Experience,#1920 - Dave Portnoy,4314854"
"2023-01-07 16:58,The Ringer NBA Show,The Warriors and the West Updates and James Dolan’s Facial Recognition at Madison Square Garden with Sam Esfandiari and Andy Liu | Weekends with Wos,28890"
"2023-01-07 22:54,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",1442414"
"2023-01-07 22:59,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",235275"
"2023-01-08 03:28,The Mismatch,""All-Star Shocks and Disappointments, Plus: Trade Rumors and Early Prospect Comps"",198080"
"2023-01-08 04:22,Online Business Edge,""75. Engaging and Owning Your Audience (ft. Avery Smith, Founder of Data Career Jumpstart)"",51285"
"2023-01-08 04:51,The Old Man and the Three with JJ Redick and Tommy Alter,Episode 140: Fred VanVleet 2,661"
"2023-01-08 05:31,The Old Man and the Three with JJ Redick and Tommy Alter,Episode 140: Fred VanVleet 2,2204247"
"2023-01-08 19:00,The Lower Lights,Be Thou My Vision,167037"
"2023-01-08 19:03,The Lower Lights,Sweet Hour of Prayer,170133"
"2023-01-08 19:07,The Lower Lights,I'll Fly Away,251961"
"2023-01-08 19:11,The Lower Lights,""Be Still, My Soul"",207625"
"2023-01-08 19:15,The Lower Lights,God Be With You Till We Meet Again,228160"
"2023-01-08 19:18,The Lower Lights,Ye Elders of Israel,192575"
"2023-01-08 19:21,The Lower Lights,Leaning on the Everlasting Arms,213055"
"2023-01-08 19:25,The Lower Lights,All Creatures of Our God and King,235567"
"2023-01-08 19:29,The Lower Lights,""Nearer, My God, to Thee"",211015"
"2023-01-08 19:32,The Lower Lights,Peace in the Valley,3010"
"2023-01-08 19:32,The Lower Lights,For the Beauty of the Earth,208144"
"2023-01-08 19:38,Elenyi,Come Thou Fount of Every Blessing / If You Could Hie to Kolob,355811"
"2023-01-08 19:42,McKenna Hixson,Peace in Christ,216004"
"2023-01-08 19:45,David Archuleta,Glorious,182601"
"2023-01-08 19:46,Elenyi,Come Thou Fount of Every Blessing / If You Could Hie to Kolob,79766"
"2023-01-08 19:50,Beyond 5,I Need Thee Every Hour,202944"
"2023-01-08 19:53,Beyond 5,Come Thou Fount of Every Blessing,194448"
"2023-01-08 19:56,Beyond 5,Amazing Grace,171618"
"2023-01-08 20:01,Josh Groban,You Raise Me Up,292061"
"2023-01-08 20:05,BYU Vocal Point,""Savior, Redeemer of My Soul (Arr. Keith McKay Evans)"",248240"
"2023-01-08 20:08,BYU Vocal Point,""Come, Thou Fount of Every Blessing (Arr. Keith McKay Evans)"",202948"
"2023-01-08 20:12,BYU Vocal Point,""Lead, Kindly Light (Arr. James L. Stevens)"",244256"
"2023-01-08 20:16,BYU Vocal Point,All Creatures of Our God and King (Arr. Buck Mangum),203086"
"2023-01-08 20:17,BYU Vocal Point,Danny Boy (Arr. McKay Crockett),1615"
"2023-01-08 20:17,BYU Vocal Point,""He Is Born (Arr. Matt Bradbury, Dave Brown, et al.)"",733"
"2023-01-08 20:17,BYU Vocal Point,I Need Thee Every Hour (Arr. McKay Crockett),32365"
"2023-01-08 20:20,BYU Vocal Point,""Noyana / Come, Come, Ye Saints (Arr. Trevor Johnson & Keith McKay Evans)"",216174"
"2023-01-08 20:26,BYU Vocal Point,I Stand All Amazed (Arr. McKay Crockett),307165"
"2023-01-08 20:30,BYU Vocal Point,""Be Still, My Soul (Arr. Michael R. Hicks)"",259515"
"2023-01-08 20:34,BYU Vocal Point,We All Need Saving (A cappella Tribute to Jon McLaughlin) [Arr. Paul Bodily],255557"
"2023-01-08 20:35,BYU Vocal Point,""Infant Holy, Infant Lowly (Arr. McKay Crockett)"",49242"
"2023-01-08 20:38,BYU Vocal Point,""Nearer, My God, to Thee (Arr. James L. Stevens)"",191107"
"2023-01-08 20:39,Nick Sales,If You Could Hie to Kolob,27005"
"2023-01-08 20:43,Vitamin String Quartet,Dancing On My Own,279840"
"2023-01-08 20:55,Vitamin String Quartet,Howl's Moving Castle - Merry-Go-Round of Life,183832"
"2023-01-08 23:05,""I Don't Care, I Love It"",2023!!!,137109"
"2023-01-09 02:12,Online Business Edge,""75. Engaging and Owning Your Audience (ft. Avery Smith, Founder of Data Career Jumpstart)"",50837"
"2023-01-09 03:15,Wait Wait... Don't Tell Me!,Mariska Hargitay,67946"
"2023-01-09 03:30,Basketball Illuminati,The Number 11,726570"
"2023-01-09 03:36,Basketball Illuminati,The Number 11,134293"
"2023-01-09 05:07,The Old Man and the Three with JJ Redick and Tommy Alter,Episode 140: Fred VanVleet 2,1324702"
"2023-01-09 15:39,The Bill Simmons Podcast,""Bye-Bye Rodgers, Tua and Lamar in Limbo, Dak vs. Brady, a Title Sleeper, and Playoff Lines with Cousin Sal"",2811902"
"2023-01-09 19:28,Luke Combs,Even Though I'm Leaving,225253"
"2023-01-09 19:31,Justin Bieber,Sorry,200786"
"2023-01-09 19:34,Lil Nas X,THATS WHAT I WANT,143901"
"2023-01-09 19:37,Luke Combs,Blue Collar Boys,211807"
"2023-01-09 19:56,Luke Combs,Blue Collar Boys,8129"
"2023-01-09 20:00,Charlie Puth,Light Switch,187703"
"2023-01-09 20:04,Jaymes Young,Infinity,237720"
"2023-01-09 20:08,Luke Combs,Every Little Bit Helps,247826"
"2023-01-09 20:10,Justin Bieber,Lonely (with benny blanco),149189"
"2023-01-09 20:15,Joji,Glimpse of Us,233456"
"2023-01-09 20:18,Luke Combs,Lovin' On You,194866"
"2023-01-09 20:21,Luke Combs,Refrigerator Door,204240"
"2023-01-09 20:29,Ed Sheeran,Shivers,207853"
"2023-01-09 20:30,Justin Bieber,Off My Face,77983"
"2023-01-09 22:41,Justin Bieber,Off My Face,5823"
"2023-01-10 02:03,Online Business Edge,""75. Engaging and Owning Your Audience (ft. Avery Smith, Founder of Data Career Jumpstart)"",2333451"
"2023-01-10 02:14,Shouse,Love Tonight (Edit),1856"
"2023-01-10 02:15,Luke Combs,Tomorrow Me,1898"
"2023-01-10 02:15,OneRepublic,I Ain't Worried,853"
"2023-01-10 02:15,Morgan Wallen,Wasted On You,1450"
"2023-01-10 02:15,Luke Combs,Six Feet Apart,5141"
"2023-01-10 02:15,Justin Bieber,Sorry,2666"
"2023-01-10 02:15,Nic D,Fine Apple,1429"
"2023-01-10 02:15,Luke Combs,Forever After All,2410"
"2023-01-10 02:15,Thomas Rhett,What’s Your Country Song,1151"
"2023-01-10 02:58,The Bill Simmons Podcast,""Bye-Bye Rodgers, Tua and Lamar in Limbo, Dak vs. Brady, a Title Sleeper, and Playoff Lines with Cousin Sal"",800938"
"2023-01-10 03:41,The Fight Against Mediocrity,Teacher Earning 6 Figures Pulls Back The Curtain For MASSIVE Business Growth,127936"
"2023-01-10 04:34,The Bill Simmons Podcast,""Bye-Bye Rodgers, Tua and Lamar in Limbo, Dak vs. Brady, a Title Sleeper, and Playoff Lines with Cousin Sal"",1119308"
"2023-01-10 05:17,Brian Windhorst & The Hoop Collective,Lakers' Expectations Trending Up?,2460107"
"2023-01-10 13:41,Brian Windhorst & The Hoop Collective,Lakers' Expectations Trending Up?,1869764"
"2023-01-10 15:02,Kool & The Gang,Celebration,1045"
"2023-01-10 15:13,Kool & The Gang,Celebration,70928"
"2023-01-10 15:17,eevee,viola,86571"
"2023-01-10 15:19,BluntOne,Under Your Skin,145519"
"2023-01-10 15:21,Shierro,Quiet Storm,124675"
"2023-01-10 15:24,Flovry,Backpack City,151731"
"2023-01-10 15:25,Idealism,Controlla,108000"
"2023-01-10 17:46,WYS,Snowman,147957"
"2023-01-10 17:47,Allen Stone,Bed I Made,8213"
"2023-01-10 17:49,Allen Stone,Bed I Made,172449"
"2023-01-10 17:52,Train,AM Gold,169043"
"2023-01-10 17:55,Benson Boone,ROOM FOR 2,151501"
"2023-01-10 17:58,Maren Morris,Background Music,214001"
"2023-01-10 18:01,Sam Fischer,Hopeless Romantic,180993"
"2023-01-10 18:05,Forest Blakk,Fall Into Me,225881"
"2023-01-10 18:08,Teddy Swims,Devil in a Dress,174896"
"2023-01-10 18:11,Ed Sheeran,2step (feat. Lil Baby),163264"
"2023-01-10 18:14,Vance Joy,Missing Piece,217223"
"2023-01-10 18:17,OneRepublic,Sunshine,163669"
"2023-01-10 18:21,Keith Urban,Brown Eyes Baby,224800"
"2023-01-10 18:24,Elton John,After All,208529"
"2023-01-10 18:27,R3HAB,Sway My Way,136657"
"2023-01-10 18:30,James Bay,Everybody Needs Someone,208041"
"2023-01-10 18:33,Teddy Swims,dose,179816"
"2023-01-10 18:36,Christian French,golden years,169559"
"2023-01-10 18:39,Mickey Guyton,Lay It On Me,189492"
"2023-01-10 18:42,NEIKED,I Just Called,149815"
"2023-01-10 18:45,Jonas Brothers,Remember This,178222"
"2023-01-10 18:48,James TW,Heartbeat Changes,188174"
"2023-01-10 18:51,Alesso,Chasing Stars (feat. James Bay),169787"
"2023-01-10 18:53,NOTD,Never A Good Time,167047"
"2023-01-10 18:57,Rhys Lewis,Midnight,227881"
"2023-01-10 19:00,Walker Hayes,Fancy Like,161668"
"2023-01-10 19:03,DNCE,Got Me Good,165620"
"2023-01-10 19:06,Gabby Barrett,The Good Ones,214955"
"2023-01-10 19:09,Surf Mesa,Another Life (feat. FLETCHER & Josh Golden),162769"
"2023-01-10 19:13,Ed Sheeran,Shivers,207668"
"2023-01-10 19:15,Bryce Vine,Miss You a Little (feat. lovelytheband) - Carneyval Remix,171697"
"2023-01-10 19:18,Marshmello,Leave Before You Love Me (with Jonas Brothers),154798"
"2023-01-10 19:27,Jonas Brothers,Who's In Your Head,3643"
"2023-01-11 05:46,The Mismatch,""Why the Lakers Owe LeBron Nothing, Plus the NBA Halfway Point Check-In"",1702231"
"2023-01-11 12:53,The Mismatch,""Why the Lakers Owe LeBron Nothing, Plus the NBA Halfway Point Check-In"",1595234"
"2023-01-11 13:45,The Bill Simmons Podcast,NBA All-Star Arguments: The East With Zach Lowe,638314"
"2023-01-11 15:55,Alonestar,Raise 'em up - Jethro Sheeran Hip Hop Remix,8064"
"2023-01-11 15:55,The Bill Simmons Podcast,NBA All-Star Arguments: The East With Zach Lowe,1419968"
"2023-01-11 15:57,Alonestar,Raise 'em up - Jethro Sheeran Hip Hop Remix,120228"
"2023-01-11 16:00,MIJ,Top Shotta,210002"
"2023-01-11 16:10,Owl City,Kelly Time,6991"
"2023-01-11 23:10,John Legend,Wonder Woman,7061"
"2023-01-11 23:10,The Bill Simmons Podcast,NBA All-Star Arguments: The East With Zach Lowe,2145107"
"2023-01-11 23:13,John Legend,Wonder Woman,162014"
"2023-01-11 23:16,Gabby Barrett,Pick Me Up,169252"
"2023-01-11 23:20,BRELAND,Told You I Could Drink (feat. Lady A),236805"
"2023-01-11 23:31,Carrie Underwood,Pink Champagne,124532"
"2023-01-12 02:36,The Bill Simmons Podcast,NBA All-Star Arguments: The East With Zach Lowe,34709"
"2023-01-12 05:19,The Bill Simmons Podcast,NBA All-Star Arguments: The East With Zach Lowe,1417926"
"2023-01-12 15:07,Shaman,Cold Plunge,2410"
"2023-01-12 15:07,Spa Music by Lullify,Cold Plunge,3072"
"2023-01-12 15:08,Fearless Motivation,Struggle Made Me Stronger,3434"
"2023-01-12 15:08,Fearless Motivation,Discipline (Motivational Speech),4160"
"2023-01-12 15:12,Fearless Motivation,One Man Army,181621"
"2023-01-12 15:14,Fearless Motivation,One Man Army,45569"
"2023-01-12 15:17,Niko Moon,ALL THAT WE NEED,157626"
